description,name,image,number
"A classic addition to your transitional living room will be the Cumberland Collection.Traditional accents such as, the bun feet that support each piece, the rich medium brown finish on birch veneers, and select hardwoods blend with the framing to create a stylish and functional entertainment wall unit. The 62-inch TV stand is flanked by coordinating bookcase units that are linked via the decorative bridge. Open display shelving and closed door storage provide ample room for your personal affects.",Cumberland Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/21590-T62__1-750x500.jpg,21590-T62
"Designed to serve as the focal point of your entertainment room, the Lenore Collection will provide a functional and stylish platform to display your TV, decorative accents and media consoles. Transitional accents such as bun feet, metal knob hardware and a rich cherry finish lend to the classic look. A lighted bridge highlights the display shelf, each providing support to join the two side unit bookcases. Glass and solid door storage, along with the shelving of the bookcases, provides ample storage for your display accents.",Lenore Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8014__1-750x500.jpg,8014
"A rich espresso finish lends to the modern look of the Cora Collection. Curved railings along with open display shelves create an inviting space for you to show off your prized possessions. Two book units flank a lower TV stand, creating a continuous look â or for added convenience, each can serve as a separate unit.",Cora Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8004__1-750x500.jpg,8004
"Modern industrial styling is perfectly achieved in the Rumi Collection. Flanking the functional TV stand, the shelving units in this home accent offering feature traditional display shelving along with a unique tray style unit. A light burnishing is utilized to enhance the look of the wood grain, with dark metal framing serving as a complement. Rivet detailing on the corners of each metal frame further lends to the industrial look of the collection. A coordinating dining set and writing desk are also offered.",Rumi Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5264-TV__1-750x500.jpg,5264-TV
"A continuous metal frame comprises the support system in the rustic Daria Collection. Each piece features wood shelving, with hints of grey within the finish, lending distinct character. Bookcase is offered in two widths, 26-inch and 40- inch wide, for the perfect placement in your home.",with 3224N-30 Cocktail Table Daria Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/3224N-05__1__3224N-05_with_____3224N-30_Cocktail_Table-750x500.jpg,3224N-05
"Standing as a bold statement in your living room, the Polson Collection provides the perfect platform for your media storage and display. Bookshelf storage rises from each side to flank the lower television stand. The espresso finish is contrasted by the brushed satin nickel knobs that front the ample storage drawers and doors. Scoring and use of double knobs give the illusion of additional drawer storage. X-framing that is boldly featured on the side pier bookcases lends a trendy feel to this functional media unit.",Polson Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8019__1-750x500.jpg,8019
"With your living room serving as the center for your familyâs relaxation and social time, the Culbert Collection provides the platform for storage, display, and use of your home entertainment system. Featuring side shelving units along with bridge display storage, your television will be surrounded by books, DVDâs, and objects that bring you enjoyment. The lower supporting cabinet features glass fronted door storage that allows for easy use of remote controlled devices. This transitional unit is finished in a warm cherry and has round knob hardware that compliments.",Culbert Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8018C__1-750x500.jpg,8018C
"Sophistication merges with elegant lines and classic shapes in the Inglewood Collection. Display shelves flank the unit while door storage on the base allows for additional placement of your favorite entertainment items. The decorative cherry veneer is bathed in a rich and deep cherry finish that flows beautifully over the clean traditional design, giving an understated elegance for any casual entertaining setting.",Inglewood Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,14020-12
Created in the profile of a wine barrel the Chardonnay wine refrigerator will be the talk of your next gathering. The door of the unit opens to reveal row upon row of wine storage racks ready for you to load your favorite bottles. The lift top conveniently provides storage and the controls that keep your favorite wine at the optimal temperature. The dark cherry finish complements the rustic look of this unique unit.,Cabernet Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4521__1-333x500.jpg,4521
Created in the profile of a wine barrel the Cabernet wine refrigerator will be the talk of your next gathering. The door of the unit opens to reveal row upon row of wine storage racks ready for you to load your favorite bottles. The lift top conveniently provides storage and the controls that keep your favorite wine at the optimal temperature. The dark oak finish complements the rustic look of this unique unit.,Cabernet Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4520__1-333x500.jpg,4520
"Minimalistic lines, combined with a soft rustic aesthetic and functional appointments create the look of the Barolo Collection. Open display shelf, wine bottle rack, discreet behind door cabinet and drop-door storage provide ultimate functionality to your homeâs kitchen, bar or recreation area. Black metal framing flanks the natural rustic tone wood lending to the industrial look.",Barolo Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4517__1-333x500.jpg,4517
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Elegantly crafted stand features high quality metal and glass that comes in black finish. Great addition piece on your night stand, end table, or sofa table to create the mood in any room.",Eleena Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/H11762__1-333x500.jpg,H11762
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Elegantly crafted stand features high quality metal and glass that comes in satin nickel finish. Great addition piece on your night stand, end table, or sofa table to create the mood in any room.",Annalina Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/H10076__2-750x500.jpg,H10076
"Ultra modern design accent lighting table lamp features polyresin silver orb ball intertwining curved LED lights infinity mirror that sits on elegantly crafted black pedestal. Great addition piece on your night stand, end table, or sofa table. Remarkable accent lighting that can enhance the surrounding ambiance; perfect for a night light, or a mood light to brighten up any room.",with light on Neleh Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/H19743__2__H19743_____with_light_on-750x500.jpg,H19743
"Modern design wall decorative infinity mirror features high quality wooden black frame design. When lights turned-off, it can be used as a wall decorative mirror, and when LED lights turned on, it illuminates 3 dimensional effects infinity mirrors. Great addition piece to enhance the surrounding ambiance; perfect for a night light, or a mood light to brighten up any room, and hallway.",Tejas Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/H10829__1-333x500.jpg,H10829
 ,Lambart Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/H11765__1-333x500.jpg,H11765
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Beautifully crafted stand features high quality satin nickel finish metal and glass, and an elegant rectangular lamp shade on black base. It offers flexible lighting solution: a floor lamp with a main light that is suitable for reading, perfect for a night light, and to create the mood in any room.",with light on Noura Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/H11760__3__H11760_____with_light_on-333x500.jpg,H11760
"The floating orbital orbs accent lighting floor lamp gravity defying design features five aluminum wraped sparkling orbs suspended mid-air, arranged in orbital order on an elegant curved stand, illuminating warm white light rays. The piece is beautifully crafted using high quality satin nickel finish metal. Great accent lighting that can enhance the surrounding ambiance, perfect for a night light, or a mood light to brighten up any room.",with light on Inara Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/H11303__1__H11303_____with_light_on-333x500.jpg,H11303
"The floating orbital orbs accent lighting table lamp gravity defying design features three aluminum wraped sparkling orbs suspended mid-air, arranged in orbital order on an elegant curved stand, illuminating warm white light rays. The piece is beautifully crafted using high quality satin nickel finish metal. Remarkable addition piece on your night stand, end table, or sofa table. Great accent lighting that can enhance the surrounding ambiance, perfect for a night light, or a mood light to brighten up any room.",with light on Kiran Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/H11302__2__H11302_____with_light_on-750x500.jpg,H11302
"The metal saturn three orbs accent light gravity defying design features three aluminum wraped sparkling orbs suspended mid-air, illuminating warm white light rays. The piece is beautifully crafted using high quality satin nickel finish metal. Great accent lighting floor lamp that can enhance the surrounding ambiance, perfect for a night light, or a mood light to brighten up any room.",Diya Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/H11297__1-333x500.jpg,H11297
"The metal saturn three orbs accent light gravity defying design features three aluminum wraped sparkling orbs suspended mid-air, illuminating warm white light rays. The piece is beautifully crafted using high quality satin nickel finish metal. Remarkable addition piece on your night stand, end table, or sofa table. Great accent lighting table lamp that can enhance the surrounding ambiance, perfect for a night light, or a mood light to brighten up any room.",with light on Lenci Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/H11296__2__H11296_____with_light_on-750x500.jpg,H11296
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Beautifully crafted stand features high quality satin nickel finish metal and glass, and an elegant circular lamp shade. Great addition piece on your night stand, end table, or sofa table. It offers flexible lighting solution: a table lamp with a main light that is suitable for reading, perfect for a night light, and to create the mood in any room.",with light on Etsu Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/H13441__2__H13441_____with_light_on-750x500.jpg,H13441
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Beautifully crafted stand features high quality satin nickel finish metal and glass, and an elegant circular lamp shade. Great addition piece on your night stand, end table, or sofa table. It offers flexible lighting solution: a table lamp with a main light that is suitable for reading, perfect for a night light, and to create the mood in any room.",with light on Lenora Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/H13475__1__H13475_____with_light_on-333x500.jpg,H13475
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Beautifully crafted stand features high quality satin nickel finish metal and glass, and an elegant circular lamp shade. Great addition piece on your night stand, end table, or sofa table. It offers flexible lighting solution: a table lamp with a main light that is suitable for reading, perfect for a night light, and to create the mood in any room.",with light on Lucian Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/H11761__1__H11761_____with_light_on-333x500.jpg,H11761
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Beautifully crafted stand features high quality satin nickel finish metal and glass, and an elegant circular lamp shade. Great addition piece on your night stand, end table, or sofa table. It offers flexible lighting solution: a table lamp with a main light that is suitable for reading, perfect for a night light, and to create the mood in any room.",with light on Jair Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/H10130__3__H10130_____with_light_on-750x500.jpg,H10130
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Beautifully crafted stand features high quality satin nickel finish metal and glass, and an elegant rectangular lamp shade on black base. Great addition piece on your night stand, end table, or sofa table. It offers flexible lighting solution: a table lamp with a main light that is suitable for reading, perfect for a night light, and to create the mood in any room.",with light on Jalen Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/H11759__1__H11759_____with_light_on-333x500.jpg,H11759
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Beautifully crafted stand features high quality satin nickel finish metal and glass, and an elegant rectangular lamp shade. Great addition piece on your night stand, end table, or sofa table. It offers flexible lighting solution: a table lamp with a main light that is suitable for reading, perfect for a night light, and to create the mood in any room.",with light on Elan Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/H10128__3__H10128_____with_light_on-750x500.jpg,H10128
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Beautifully crafted stand features high quality satin nickel finish metal and glass, and an elegant rectangular lamp shade on black base. Great addition piece on your night stand, end table, or sofa table. It offers flexible lighting solution: a table lamp with a main light that is suitable for reading, perfect for a night light, and to create the mood in any room.",Aura Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/H10081__5-750x500.jpg,H10081
"This accent lighting can change the ambiance of any room. Its ultra modern design showcases sparkling decorative mood light, with tiny rippling water-droplets to simulate the soothing dancing water motion. Beautifully crafted stand features high quality white finish wood and glass, and an elegant rectangular lamp shade. Great addition piece on your night stand, end table, or sofa table. It offers flexible lighting solution: a table lamp with a main light that is suitable for reading, perfect for a night light, and to create the mood in any room.",with light off Lucca Collection ,https://www.homelegance.com/wp-content/uploads/2016/03/H10125__2__H10125_____with_light_off-333x500.jpg,H10125
"Asymmetrically patterned for the most modern of homes, the elegant etagere provides functional display storage for your prized possessions in the Xaria Collection. Metal framing supports wood shelves in this trend forward offering. With its creative design, the etagere is at home in the bedroom, office, living room and many other settings.",Xaria Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/4617-12__11-333x500.jpg,4617-12
Metal scroll-work lends a feminine touch to the side supports and framing of the beautiful Fairhope Collection. The three display shelves of this entertainment unit feature faux marble tops creating a timeless look and elegant functionality.,Fairhope Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/35800-T__11-750x500.jpg,35800-T
"With a design that is inspired by the traditional look of Craftsman furniture, the Chehalis Collection features slate inlay on the console front, and a brown cherry finish that enhances the oak veneers of this well-appointed entertainment offering. At sixty inches wide, the unit provides a significant platform for your television. Door storage features prominently as does the open media storage.",Chehalis Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/35810-T60__11-750x500.jpg,35810-T60
"Modern elegance takes form in the Chambord Collection. Immediately catching your eye is the striking champagne gold finish, an opulent mix of silver and gold hues, elegantly accented by the serpentine top of the TV stand, overlay fretwork on the pilasters, delicately splayed cabriole leg, elegant gold hardware, along with the scalloped base. The glamorous look of the Chambord Collection will provide your home with the fabulous touch you are looking for.",Chambord Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/18280-T__1-750x500.jpg,18280-T
 ,Daria Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/3224N-17__1-333x500.jpg,3224N-17
 ,Daria Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/3224N-16__1-333x500.jpg,3224N-16
"Ready-To-Assemble for your convenience, the Falls Collection offers the functional storage that you require for your recreational room. With transitional design elements, this TV stand features glass fronted media storage, slate accent, triangular door pulls and a brown cherry finish, making it the perfect choice for your home.",Falls Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/8077-T__1-750x500.jpg,8077-T
"Tucking neatly into the corner of your home entertainment space, the casual styled Hayden Collection is featured in a warm burnished oak finish on select hardwoods and birch veneer. Complimented with glass-fronted media storage and bronze finish door pulls. Ready-To-Assemble construction.",Hayden Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,8048-T
Fluted glass-fronted media storage and a warm espresso finish on select hardwoods and birch veneer compliment the Sloan Collection. Further accenting the collection are satin nickel door pulls and side display shelving. Ready-To-Assemble construction.,Sloan Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,8049-T
The classic transitional design and a warm brown cherry finish compliment an array of home entertainment spaces. The Piedmont Collectionâs focal points are the concave curved front display shelves and routed pilasters. Media storage features glass-fronted doors for easy remote control access. Ready-To-Assemble construction.,Piedmont Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,8059-T
The transitional styling of the Rufus Collection is exemplified with its X-segmented Acacia veneers and warm dark brown finish. The glass-fronted media storage is flanked by faux doors revealing open side storage compartments. Ready-To-Assemble construction.,Rufus Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,8058-T
"Contemporary Pepperville Collection features fluted paneling, glass front and side media storage. Available in espresso finish on select hardwoods and birch veneer with satin nickel hardware. Ready-To-Assemble construction.",Pepperville Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,8046-T
"Brussel TV stand is simple yet elegant with great style, perfect for any urban apartment to a family home. Two framed front glass doors allow remote control to access. Built from select hardwoods and cherry veneer in espresso finish.",Brussel Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,32190-T
"A cherry finish, glass doors and open media storage are the focal points of the Carla Collection. Additional side accessory storage can be found behind the faux door panels on this transitionally styled entertainment unit. Ready-To-Assemble construction.",Carla Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,8060-T
"The Ian Lynman Collection is offered in a warm cherry finish on select hardwoods and birch veneer and transitional styling. Nickel hardware, glass-fronted and side media storage further compliment the look of the unit. Ready-To-Assemble construction.",Ian Lynman Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,8047-T
A new addition to the expanding Borgeois Collection is the perfect contemporary platform for your television. Features include media storage and glass-fronted doors that open to reveal display shelving. The espresso finish further enhances this contemporary offering.,Borgeois Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,8740-T
