description,name,image,number
"With plush seating that is uncommon in most traditional looks, the design of Center Hill Collection will be a welcome addition to your living room. Offered in bonded leather match, the covering comes in either dark brown or black. With traditional nailhead accent lending an elegant statement to each piece and the easy recline mechanisms adding to the comfort, the lovely Center Hill Collection will provide your friends and family a warm environment to spend their quality moment.",Center Hill Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/9668BRW__1-750x500.jpg,9668BRW
"With plush seating that is uncommon in most traditional looks, the design of Center Hill Collection will be a welcome addition to your living room. Offered in bonded leather match, the covering comes in either dark brown or black. With traditional nailhead accent lending an elegant statement to each piece and the easy recline mechanisms adding to the comfort, the lovely Center Hill Collection will provide your friends and family a warm environment to spend their quality moment.",Center Hill Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/9668BLK__1-750x500.jpg,9668BLK
Generous seating combined with functional touches makes the Laurelton Collection the perfect addition to your living room. The double glider reclining love seatâs center console features dual cup holders and hidden storage. Charcoal and chocolate textured plush microfiber fabric are available as cover options for this amply appointed seating group.,Laurelton Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/9636-3__1-750x500.jpg,9636-3
"Designed with your bold design choices in mind, the contemporary Talbot Collection will provide your family and friends with a comfortable place to spend their quality time. Offered in red or black bonded leather match, the race car inspired bucket seat is fine tuned by contrast double stitching. Features include: adjustable headrests, reclining ends sofa, glider reclining love seat with console and glider mechanism equipped coordinating chair.",Talbot Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/8524RD__1-750x500.jpg,8524RD
"Designed with your bold design choices in mind, the contemporary Talbot Collection will provide your family and friends with a comfortable place to spend their quality time. Offered in red or black bonded leather match, the race car inspired bucket seat is fine tuned by contrast double stitching. Features include: adjustable headrests, reclining ends sofa, glider reclining love seat with console and glider mechanism equipped coordinating chair.",Talbot Collection ,https://www.homelegance.com/wp-content/uploads/2014/03/8524BK__1-750x500.jpg,8524BK
"Classic framing lends to the timeless look of the Ashmont Collection. Clean lines dominate the design of this seating group from the rectangular track arms to the complimenting stitching that defines the seat and backs. Covered in a dark grey fabric, this collection will fit perfectly in your classic modern living room.",with 3435-31 occasional Ashmont Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9639
Traditional design elements lend and air of refined relaxation to the Midwood Collection. Rolled arms and camelback design feature nail head accent while the contrasting show wood routed frame accentuates the rich brown bonded leather match covering in this traditional seating group.,with 3436-30 occasional Midwood Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9616BRW
Generous seating combined with functional touches makes the Laurelton Collection the perfect addition to your living room. The double glider reclining love seatâs center console features dual cup holders and hidden storage. Charcoal and chocolate textured plush microfiber fabric are available as cover options for this amply appointed seating group.,Laurelton Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/9636CC-3__1-750x500.jpg,9636CC-3
"Relaxation is serious business. Serious comfort is what the Brooks Collection offers in this substantially sized upholstered seating group. Channel-tufting covers the pillow arms, overstuffed cushions and is offered in either dark brown or red bonded leather â or our new chocolate brown textured plush microfiber option. The unique feature of this collection is the wide chaise that extends from the sectional sofa. The coordinating ottoman tucks neatly into the face of the sofa, effectively extending your lounging space.",Brooks Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9739CH
"Like the embrace of a dear friend, the Charley Collection allows you to be yourself. Whether stretching out for a long nap or curling up with a good book, each piece is welcoming in its comforting hug. Golden brown chenille, chocolate chenille or dark brown bi-cast vinyl covers the collection adding another layer of softness.",9715PU-3 with 9715PU-2 Charley Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9715PU
"Infinitely comfortable, the Gerald Collection offers the substantial seating space that you need in your home. With a rich brown bonded leather match cover, three reclining seats, cup holders and hidden storage. This Â seating group will compliment your home not only with its style but function as well.",Gerald Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9600
"With defined angles that exemplify contemporary design, the Vernon Collection will blend effortlessly into your modern home. Metal legs support the bonded leather seating group while also enhancing the look of the collection. The headrests atop each piece add function to this already unique group. The collection is offered in black or white bonded leather.",9603WHT-3 with 9603WHT-2 Vernon Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9603WHT
"With defined angles that exemplify contemporary design, the Vernon Collection will blend effortlessly into your modern home. Metal legs support the bonded leather seating group while also enhancing the look of the collection. The headrests atop each piece add function to this already unique group. The collection is offered in black or white bonded leather.",9603BLK-3 with 9603BLK-2 Vernon Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9603BLK
"Your casual living room deserves a bold look and the Cantrell Collection will deliver. The black bonded leather match seating group features contrast stitching and manual pull reclining mechanism. Plush seating ensures comfort of your family and friends, as do the dual reclining seats of the love seat, end recliners of the sofa and chair.",Cantrell Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9778BLK
"The reclining Cranley Collection utilizes release mechanism that with a gentle pull sends you straight into your ultimate comfort zone. Textured plush microfiber covers the overstuffed arms, seats and backs furthering the comfort for you, your family and friends. Also available in brown or black bonded leather match.",Cranley Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/9700FCP-3PW__1-750x500.jpg,9700FCP
"With either the extended stretch of the reclining sofa or soothing rock of the reclining chair, your comfort is taken care of in the Marille Collection. Drop-down cup holders add additional function to the collection. The collection is offered in brown bonded leather match, black bonded leather match, dark brown 100% polyester or taupe 100% polyester.",Marille Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9724BRW
"With either the extended stretch of the reclining sofa or soothing rock of the reclining chair, your comfort is taken care of in the Marille Collection. Drop-down cup holders add additional function to the collection. The collection is offered in brown bonded leather match, black bonded leather match, dark brown 100% polyester or taupe 100% polyester.",Marille Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9724BLK
Sure to please the gadget lover in any household is the Geoffrey Collection. With the touch of a button you automatically recline in this comfortable seating offering. Further enhancing this electronic wonder is the textured chocolate plush microfiber cover. Also available in traditional manual pull reclining mechanism.,9723-1 with 9723-2 Geoffrey Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9723
"Technology has just reached maximum on the relaxation scale. The multi-functional Jimmy Collection will amaze you with each touch of the buttons that are at your fingertips. One push begins the chilling process in the cup holder, the next push starts the massage function, another push lights up the floor with a cool blue LED lighting panel and the last push gently eases you into a reclining position. The collection is offered in black or dark brown bonded leather.",Jimmy Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9745BRW-1
"With the ease of touch, your relaxation experience is lifted in more ways than one. The Elevated Collection is a convenient addition to your home and lifestyle. The electronic lift mechanism takes you from seated to reclined or fully lifted to a standing position. Offered in two neutral tones, the chair will be a perfect fit, blending into many home decors.",Elevated Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9769BR
"With the ease of touch, your relaxation experience is lifted in more ways than one. The Elevated Collection is a convenient addition to your home and lifestyle. The electronic lift mechanism takes you from seated to reclined or fully lifted to a standing position. Offered in two neutral tones, the chair will be a perfect fit, blending into many home decors.",Elevated Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9769
"Relaxation is serious business. Serious comfort is what the Brooks Collection offers in this substantially sized upholstered seating group. Channel-tufted, bonded leather covers the pillow arms, overstuffed cushions and is offered in a rich dark brown. The unique feature of this collection is the wide chaise that extends from the sectional sofa. The coordinating ottoman tucks neatly into the face of the sofa, effectively extending your lounging space.",Brooks Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9739
"With base design elements that touch retro styling, the Rubin Collection is a perfect option for your modern home. Light brown or chocolate Champion microfiber allows for versatile placement in a number of living room d cor themes. Coordinating toss pillows compliment the clean look of the collection.",Rubin Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9734CH-3
"With base design elements that touch retro styling, the Rubin Collection is a perfect option for your modern home. Light brown or chocolate Champion microfiber allows for versatile placement in a number of living room d cor themes. Coordinating toss pillows compliment the clean look of the collection.",Rubin Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9734BR-3
"A thoroughly modern seating option for your contemporary home, the Dwyer Collection provides a comfortable venue for your downtime.Black vinyl features contrast baseball stitching and raised cushions that slightly flare furthering the modern design.",Dwyer Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9701BLK
"The reclining Cranley Collection utilizes release mechanism that with a gentle pull sends you straight into your ultimate comfort zone. Tufted bonded leather covers the overstuffed arms, seats and backs furthering the comfort for you, your family and friends. Offered in black or brown.",Cranley Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9700BLK-3
"The reclining Cranley Collection utilizes release mechanism that with a gentle pull sends you straight into your ultimate comfort zone. Tufted bonded leather covers the overstuffed arms, seats and backs furthering the comfort for you, your family and friends. Offered in black or brown.",Cranley Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9700BRW-3
"The Comfort Living Collection, with our patent pending assembly method, allows you to customize the placement of the back supports to fit your living space needs. Working as either a right OR left facing grouping, the reversible 3-seater and chaise may be placed on either side, optimizing your special needs. Contrasting two-tone rhino microfiber and dark brown bi-cast vinyl lends a contemporary yet relaxed style. Available in chocolate rhino microfiber and brown rhino microfiber. 2 free pillows included.",Comfort Living Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9909BR
"The Comfort Living Collection, with our patent pending assembly method, allows you to customize the placement of the back supports to fit your living space needs. Working as either a right OR left facing grouping, the reversible 3-seater and chaise may be placed on either side, optimizing your special needs. Contrasting two-tone rhino microfiber and dark brown bi-cast vinyl lends a contemporary yet relaxed style. Available in chocolate rhino microfiber and brown rhino microfiber. 2 free pillows included.",Comfort Living Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,9909CH
"Drawing inspiration from the timeless look of Art Deco lounges, the Moderne Collection will add a hint of masculine aesthetic to your homeâs dÃ©cor. Hugging the contour of your body, the curved seat and back of the low-profile chair sits atop a swivel base allowing for 360-degree movement. The chair is covered in black or brown bi-cast vinyl with nailhead and roll-tucked back accent.",Moderne Collection ,https://www.homelegance.com/wp-content/uploads/2017/04/1200BRW__1-333x500.jpg,1200BRW
"Drawing inspiration from the timeless look of Art Deco lounges, the Moderne Collection will add a hint of masculine aesthetic to your homeâs dÃ©cor. Hugging the contour of your body, the curved seat and back of the low-profile chair sits atop a swivel base allowing for 360-degree movement. The chair is covered in black or brown bi-cast vinyl with nailhead and roll-tucked back accent.",Moderne Collection ,https://www.homelegance.com/wp-content/uploads/2017/04/1200BLK__1-333x500.jpg,1200BLK
"A bold statement for any room the Tala Collection provides function and style for your living space. Offered in dark blue and brown, each piece is boldly accented with a white quatrefoil pattern. The attached lift top allows for discrete storage space within your home.",Tala Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4501-F2__1-333x500.jpg,4501-F2
"A bold statement for any room the Tala Collection provides function and style for your living space. Offered in dark blue and brown, each piece is boldly accented with a white quatrefoil pattern. The attached lift top allows for discrete storage space within your home.",Tala Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4501-F1__1-333x500.jpg,4501-F1
A straight back gives way to the delicate slope of the arms in the Harmony Collection. This elegant accent chair is offered in a neutral beige fabric for ultimate flexibility for placement in your home. Low polish nailhead provides stylish contrast and decorative flair.,Harmony Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1195F1S__1-333x500.jpg,1195F1S
"Designed for placement in a multitude of settings, the classically understated lines of Semplice Collection will complement your homes dÃ©cor. Offered in either dark gray or beige fabric covering, the welt accented chair will provide a comfortable platform for any room in your home.",Semplice Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1279F3S__1-333x500.jpg,1279F3S
"Designed for placement in a multitude of settings, the classically understated lines of Semplice Collection will complement your homes dÃ©cor. Offered in either dark gray or beige fabric covering, the welt accented chair will provide a comfortable platform for any room in your home.",Semplice Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1279F2S__1-333x500.jpg,1279F2S
"Classic accenting provides an elegant touch to the dÃ©cor of your home in the Cotswold Collection. With a profile that features soft, curvaceous lines that are supported by turned legs and accented with button tufting, this traditional chair will provide a stylish seating platform for any room in your home. The collection is offered in beige, blue and gray coverings.",Cotswold Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1280GY__1-333x500.jpg,1280GY
"Classic accenting provides an elegant touch to the dÃ©cor of your home in the Cotswold Collection. With a profile that features soft, curvaceous lines that are supported by turned legs and accented with button tufting, this traditional chair will provide a stylish seating platform for any room in your home. The collection is offered in beige, blue and gray coverings.",Cotswold Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1280BL__1-333x500.jpg,1280BL
"Classic accenting provides an elegant touch to the dÃ©cor of your home in the Cotswold Collection. With a profile that features soft, curvaceous lines that are supported by turned legs and accented with button tufting, this traditional chair will provide a stylish seating platform for any room in your home. The collection is offered in beige, blue and gray coverings.",Cotswold Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1280BE__1-333x500.jpg,1280BE
"High polished nailhead accents the profile of the Charisma Collection. This modern traditional accent chair provides a stylish, yet functional addition to your home. The chair is offered in four distinct colors: teal, taupe, indigo and chocolate.",Charisma Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1194TL__1-333x500.jpg,1194TL
"High polished nailhead accents the profile of the Charisma Collection. This modern traditional accent chair provides a stylish, yet functional addition to your home. The chair is offered in four distinct colors: teal, taupe, indigo and chocolate.",Charisma Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1194CH__1-333x500.jpg,1194CH
"High polished nailhead accents the profile of the Charisma Collection. This modern traditional accent chair provides a stylish, yet functional addition to your home. The chair is offered in four distinct colors: teal, taupe, indigo and chocolate.",Charisma Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1194TP-333x500.jpg,1194TP
"High polished nailhead accents the profile of the Charisma Collection. This modern traditional accent chair provides a stylish, yet functional addition to your home. The chair is offered in four distinct colors: teal, taupe, indigo and chocolate.",Charisma Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1194IN-333x500.jpg,1194IN
"Offered in gray woven fabric or gray herringbone fabric, a textural statement is foremost in the design of the grandly appointed Adriano Collection. Wing-backed, as a nod to traditional form, the chair features nailhead accents and button-tufting which ultimately serve to create the pinnacle in tailored styling.",Adrian Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/1217F2S__1-750x500.jpg,1217F2S
Mid-century styling and ultra-modern design collide in the creation of the Thrive Collection. The curvaceous profile of the gray fabric covered chair and accompanying ottoman provide a unique look for your contemporary home. A swivel base provides movement for flow of conversation while the ottoman allows you to kick up your feet and relax in style., ,https://www.homelegance.com/wp-content/uploads/2017/02/1267GY-333x500.jpg,1267GY
A modern profile paired with convenient functionality creates a platform for relaxation in the Max Collection. The beige fabric covered push-back reclining chair eases into the prone position with motion that is initiated by your push.,Max Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8347BE-1__1-333x500.jpg,8347BE-1
A modern profile paired with convenient functionality creates a platform for relaxation in the Manasa Collection. The blue fabric covered push-back reclining chair eases into the prone position with motion that is initiated by your push.,Warrick Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8348BL-1__1-750x500.jpg,8348BL-1
"Styled for the transitional home, the Waneta Collection will provide the platform you seek for rest and relaxation. The push back recliner eases into the prone position with motion that is initiated by your push. Offered in a brown leather gel match cover, this stylish push-back chair will serve you well in your downtime.",Waneta Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8214BRW-1__11-750x500.jpg,8214BRW-1
The classic rolled arm chair is updated in the Warrick Collection with a stylish gray fabric cover that allows for versatile placement in your traditional home. The push back recliner eases into the prone position with motion that is initiated by your push.,Warrick Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8213-1__1-333x500.jpg,8213-1
Â ,Walden Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8215GY-1__1-333x500.jpg,8215GY-1
Â ,Walden Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8215BJ-1__1-333x500.jpg,8215BJ-1
Plush seating morphs into an enveloping relaxation platform with the pull of the manual recline mechanism in the Earl Collection. The collection is offered with a chocolate or brown covering that lends to the dÃ©cor of your transitionally styled home.,Earl Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8205BR-1__1-333x500.jpg,8205BR-1
Plush seating morphs into an enveloping relaxation platform with the pull of the manual recline mechanism in the Earl Collection. The collection is offered with a chocolate or brown covering that lends to the dÃ©cor of your transitionally styled home.,Earl Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8205CH-1__1-333x500.jpg,8205CH-1
Â ,Ridder Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8237PU-1PW__1-750x500.jpg,8237PU-1PW
Â ,Alta Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8222-1LT__1-333x500.jpg,8222-1LT
"Casual contemporary styling creates a relaxed look for your living room in the Synnove Collection. Light brown fabric covers the reversible configuration of the three seating sectional sofa. Further complemented by the contrasting geometric pattern toss pillows. An ottoman is utilized as the base for the reversible end chaise cushion, creating the option of a left or right extension of the sofa seating. Slightly flared arms lend to the modern profile of the collection.",Synnove Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8209BR-3SC__1-750x500.jpg,8209BR-3SC
"With a configuration that allows for the perfect fit with your living room, the transitionally styled Sprague Collection will be a welcome addition to your home. The three seat sofa features an ottoman that is paired with the reversible chaise cushion to create a right or left configured sectional. The fossil fabric that covers is an earthy neutral tone that furthers the versatile placement within your living room.",Sprague Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8208-3SC__1-750x500.jpg,8208-3SC
"Providing the flexible option for relaxation, sleep and storage, the Ferriday Collection will be a stylish and functional addition to your living room. Under seat storage is revealed with the pull of a tab on the end chaise. The lower portion of the seating configuration pulls out to reveal a pop up trundle that creates a bed space creating a relaxing environment with minimal effort. The collection is offered in blue or taupe fabric, both with contrast stitching.",Ferriday Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8228TP__1-750x500.jpg,8228TP
"Providing the flexible option for relaxation, sleep and storage, the Ferriday Collection will be a stylish and functional addition to your living room. Under seat storage is revealed with the pull of a tab on the end chaise. The lower portion of the seating configuration pulls out to reveal a pop up trundle that creates a bed space creating a relaxing environment with minimal effort. The collection is offered in blue or taupe fabric, both with contrast stitching.",Ferriday Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8228BU-750x500.jpg,8228BU
"Functionality plays a role in the homes of many, whether entertaining overnight guests or seeking the ultimate in lounging as you unwind from a busy day. The Welty collection will provide not only a comfortable spot for your entertaining and relaxation needs, but a functional addition to your casual living space. With a pull of the under storage pop-up ottoman, the seating group becomes a platform that can serve as a lounger or bed. The chaise seat lifts to reveal under storage that is perfect for blankets or extra pillows for your overnight guest. The fabric covering is offered in fossil, an earthy tone for a neutral addition that is perfect for your homeâs dÃ©cor.",Welty Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8211__1-750x500.jpg,8211
 ,Veloce Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8219-30__11-750x500.jpg,8219-30
 ,Temptation Collection ,https://www.homelegance.com/wp-content/uploads/2017/02/8337FA-3__2-750x500.jpg,8337FA-3
"Mid-Century modern design is the inspiration for the Deryn Collection. Wide, dramatically curved arms rise to the straight back that is synonymous with this classic style. Offered as a stand-alone accent to complement your homeâs dÃ©cor or as part of the full Deryn Collection, the chair is featured in a modern grey or teal herringbone pattern. Natural tone finished legs support the frame while tailored stitch tufting lends further accent to this thoroughly modern collection.",Deryn Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8327GY-1S__1-333x500.jpg,8327GY-1S
"A tasteful accent to any room in your home is the Langdale Collection. The tufted fan back serves as the focal point, while dark cherry finish, on the wood legs, makes for a perfect contrast against either the oatmeal linen, french note, or grey chevron fabric offerings.",Langdale Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1212F4S__1-750x500.jpg,1212F4S
"A tasteful accent to any room in your home is the Barlowe Collection. The dark cherry finish of the wood legs is a perfect contrast for either the oatmeal linen or the french note fabric offerings. New fabric options include: blue, grey, dark teal, chain link print, and paisley print.",Barlowe Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1193F6S__1-333x500.jpg,1193F6S
"A tasteful accent to any room in your home is the Barlowe Collection. The dark cherry finish of the wood legs is a perfect contrast for either the oatmeal linen or the french note fabric offerings. New fabric options include: blue, grey, dark teal, chain link print, and paisley print.",Barlowe Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1193F7S__1-333x500.jpg,1193F7S
"A tasteful accent to any room in your home is the Barlowe Collection. The dark cherry finish of the wood legs is a perfect contrast for either the oatmeal linen or the french note fabric offerings. New fabric options include: blue, grey, dark teal, chain link print, and paisley print.",Barlowe Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1193F4S__1-333x500.jpg,1193F4S
"A tasteful accent to any room in your home is the Barlowe Collection. The dark cherry finish of the wood legs is a perfect contrast for either the oatmeal linen or the french note fabric offerings. New fabric options include: blue, grey, dark teal, chain link print, and paisley print.",Barlowe Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1193F5S__1-333x500.jpg,1193F5S
"A tasteful accent to any room in your home is the Barlowe Collection. The dark cherry finish of the wood legs is a perfect contrast for either the oatmeal linen or the french note fabric offerings. New fabric options include: blue, grey, dark teal, chain link print, and paisley print.",Barlowe Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1193F3S__1-333x500.jpg,1193F3S
"The slender-back profile of the Arles Collection gracefully gives way to the ample seat of this modern-traditional accent chair. High polish nail head accenting provides perfect contrast to the bold-hued coverings that are offered â blue, orange, and grey.",Arles Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1270F3S__1-333x500.jpg,1270F3S
"The slender-back profile of the Arles Collection gracefully gives way to the ample seat of this modern-traditional accent chair. High polish nail head accenting provides perfect contrast to the bold-hued coverings that are offered â blue, orange, and grey.",Arles Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1270F2S__1-333x500.jpg,1270F2S
"The slender-back profile of the Arles Collection gracefully gives way to the ample seat of this modern-traditional accent chair. High polish nail head accenting provides perfect contrast to the bold-hued coverings that are offered â blue, orange, and grey.",Arles Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1270F1S__1-333x500.jpg,1270F1S
"With a classic profile that is covered in a dark grey or blue fabric, the Essex Collection utilizes high polish nail head accenting to provide a modern twist to the design of this elegant accent chair. Rolled tufting furthers the traditional look as do the cherry finished support legs.",Essex Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1260F2S__1-333x500.jpg,1260F2S
"With a classic profile that is covered in a dark grey or blue fabric, the Essex Collection utilizes high polish nail head accenting to provide a modern twist to the design of this elegant accent chair. Rolled tufting furthers the traditional look as do the cherry finished support legs.",Essex Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1260F1S__1-333x500.jpg,1260F1S
The traditional wing back styling of the Adelaide Collection is given a modern touch with the addition of high polish nail head accenting. A light neutral fabric covering with matching kidney pillow allows for placement in a multitude of settings.,Adelaide Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1245F2S__1-333x500.jpg,1245F2S
"Traditionally framed with a slightly flared arm, the wing back Rhett Collection is a welcome addition to your home dÃ©cor. Contrasting dark nail head accent, and button tufting further the classic look of the collection.",Rhett Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1266F1S__1-333x500.jpg,1266F1S
"The elegant fan-like profile of the Georgia Collection is enhanced by traditional accents, that make this two-toned accent chair a beautiful addition to your home. The neutral toned seating features a decorative toss pillow with scroll embroidered design. Dark nail head accent trims the wing back frame and serves as a compliment to the dark brown herringbone style fabric of the back side of chair.",Georgia Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/1257F1S__1-750x500.jpg,1257F1S
"Traditionally styled for your living space, the Iola Collection will provide you with a functional chair to fit your personal needs. Via the attached controller, you are taken from seating to reclining or standing position. The taupe or dark brown 100% polyester cover, rolled arms and nail head accent further lend the classic look of the collection.",Iola Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8437DBR-1LT__1-333x500.jpg,8437DBR-1LT
 ,Deryn Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8327TL-1S__1-333x500.jpg,8327TL-1S
"Presenting the Gowan Collection, the ottoman framing is accented with bold nailhead and covered in geometric floral pattern fabric.",Gowan Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8477-4__11-750x500.jpg,8477-4
Transitionally styled for your home is the Alamosa Collection. Unfettered design allows for placement in a number of casual living room settings. The ottoman features diamond patterned fabric.,Alamosa Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8335-4__11-750x500.jpg,8335-4
"Refined for placement in the most traditional of homes, yet inviting enough for more casual settings, the turned legs ottoman of Radley Collection will be a statement to your preference for classic style.",Radley Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/8324-4__11-333x500.jpg,8324-4
"Additional storage space is always welcome in any home. The Colusa Collection will provide you with the extra room you need to store your personal items. Covered in a neutral grey fabric, this transitionally designed ottoman will place perfectly in a number of home decors. Button tufting lends a stylish touch to the piece.",Colusa Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/4741FA__1-750x500.jpg,4741FA
Providing versatile seating options for your home are the Jacinta (1255F1S) and Alta (1249F1S) Collections. The modern design of each chair allows for use as either alternative dining seating or as an accent piece for your contemporary home. The gray tone fabrics of the Jacinta (1255F1S) accent chair features espresso finish legs and back support. Beige fabric covers the seat and back of the unique Alta (1249F1S) accent chair.,Alta Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/1255F1S__1-333x500.jpg,1255F1S
Providing versatile seating options for your home are the Jacinta (1255F1S) and Alta (1249F1S) Collections. The modern design of each chair allows for use as either alternative dining seating or as an accent piece for your contemporary home. The grey tone fabrics of the Jacinta (1255F1S) accent chair features espresso finish legs and back support. Beige fabric covers the seat and back of the unique Alta (1249F1S) accent chair.,Alta Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1249F1S__1-333x500.jpg,1249F1S
"In a nod to retro styling, the Dulce Collection utilizes a thoroughly modern color pallet to achieve the ultimate look for your modern home. The collection is offered in grey, mustard, teal and orange. Espresso finished wood legs support the tufted back chair.",Dulce Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1233TL__1-750x500.jpg,1233TL
"In a nod to retro styling, the Dulce Collection utilizes a thoroughly modern color pallet to achieve the ultimate look for your modern home. The collection is offered in grey, mustard, teal and orange. Espresso finished wood legs support the tufted back chair.",Dulce Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1233RN__1-333x500.jpg,1233RN
"In a nod to retro styling, the Dulce Collection utilizes a thoroughly modern color pallet to achieve the ultimate look for your modern home. The collection is offered in grey, mustard, teal and orange. Espresso finished wood legs support the tufted back chair.",Dulce Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1233MD__1-750x500.jpg,1233MD
"In a nod to retro styling, the Dulce Collection utilizes a thoroughly modern color pallet to achieve the ultimate look for your modern home. The collection is offered in grey, mustard, teal and orange. Espresso finished wood legs support the tufted back chair.",Dulce Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/1233GY__1-750x500.jpg,1233GY
"Traditionally styled for your living space, the Iola Collection will provide you with a functional chair to fit your personal needs. Via the attached controller, you are taken from seating to reclining or standing position. The taupe 100% polyester cover, rolled arms and nail head accent further lend the classic look of the collection.",Iola Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/8437-1LT__1-333x500.jpg,8437-1LT
