description,name,image,number
"A fun and unique way to add a little color to your casual recreation or dining room is the Ride Collection. Offered in a variety of contemporary colors, shapes and sizes, eachÂ bar stoolÂ features a gas lift mechanism that allows for the stool to rise and descend with the simple touch of a lever. Sold in 2-piece per carton.",Ride Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1149
"A fun and unique way to add a little color to your casual recreation or dining room is the Ride Collection. Offered in a variety of contemporary colors, shapes and sizes, eachÂ bar stoolÂ features a gas lift mechanism that allows for the stool to rise and descend with the simple touch of a lever. Sold in 2-piece per carton.",Ride Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1148
"A fun and unique way to add a little color to your casual recreation or dining room is the Ride Collection. Offered in a variety of contemporary colors, shapes and sizes, eachÂ bar stoolÂ features a gas lift mechanism that allows for the stool to rise and descend with the simple touch of a lever. Sold in 2-piece per carton.",Ride Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1147
"A fun and unique way to add a little color to your casual recreation or dining room is the Ride Collection. Offered in a variety of contemporary colors, shapes and sizes, eachÂ bar stoolÂ features a gas lift mechanism that allows for the stool to rise and descend with the simple touch of a lever. Sold in 2-piece per carton.",Ride Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1145
"The casual Decatur Collection is the transitional style that you have been searching for in your dining space. Wood legs in espresso finish support both the marble table top and chair seats. Covered in dark brown bi-cast vinyl, the tufted accenting on the chair and bench lend not only to the design but also to your comfort, when you sit with family and friends over a casual meal. Also available in counter height dining.",Decatur Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2456
"Traditional does not need to mean old and stuffy. Take the gracefully turned pedestal base and sweeping arm of the accenting chairs of the Dandelion Collection, and traditional takes on a whole new meaning. The distressed dark brownish grey finish of the table is a fresh look, further complimented by the exquisitely soft grayish fabric covering each of the chairs. This collection is sure to be the highlight of your dining room.",Dandelion Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2466
Transitional aesthetic meets modern lines in the casually elegant Bayshore Collection. Offering flexibility in the collection are the options of two dining tables. The 47.5-inch fixed oak veneer square table top. And the rectangular oak veneer tabletop with leaf. Both tables feature quartered book-match walnut inlay veneers with a heavily burnished finish. Supporting the uniquely veneered table top is a storage table base with a display shelf. Both tables are complimented by dark brown bi-cast vinyl chairs that feature wood cap and legs. Coordinating server is also available.,Bayshore Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5447
"A classic addition to your casual dining room, your family and friends will enjoy the times they spend sitting around the Marcel Collection. Seating eight comfortably, the storage base counter height with butterfly leaf table is flanked by slat-back chairs featuring a warm brown fabric seat. Each piece of the collection is finished in a warm oak tone. The coordinating server features wine rack, drawer, and door storage.",Marcel Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2489
"For the ultimate in casual dining options, the Annabelle Collection is an answer for your contemporary vision. The fluted-base pedestal table is offered in 42-inch height. Further lending itself as a flexible design options are the swivel pub chairs in 29-inch seat height and swivel counter height chairs in 24-inch seat height â offered in four colors: brown, cream, green and red.",Annabelle Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2479
"Blending industrial and transitional style is the Clayton Collection. Clean lines and the warm burnished oak finish on pine veneers give the group a classic look, while the rod and turnbuckle accents on the table base and bench add the industrial flair that are so popular today. Planking is used to further achieve the design elements on both the table top and coordinating china curio. Glass fronted door storage as well as wine rack and drawers complete the look of the curio.",Clayton Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2515
With inspiration drawn from traditional French decorative accents the effortlessly elegant Euro Casual Collection adds warmth and charm to your dining room. A classic urn pedestal base acts as the sole support for the routed round table top. The rustic weathered finish on the birch veneers hints of time gone by and the complimenting fabric on the wood-framed accenting chairs lends a distinct flair to the collection.,Euro Casual Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2516
"A reflection of your taste for clean design with both traditional and modern flair, the Alita Collection perfectly encompasses your style preference. Warm burnishing on warm cherry finished patterned veneers add depth to the casual dining offering. Coordinating server features door storage and wine bottle rack. Seat cushions are covered in dark brown bi-cast vinyl.",Alita Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2477
"The casual Decatur Collection is the transitional style that you have been searching for in your dining space. Wood legs in espresso finish support both the marble table top and chair seats. Covered in dark brown bi-cast vinyl, the tufted accenting on the chair and bench lend not only to the design but also to your comfort, when you sit with family and friends over a casual meal. Also available in counter height dining.",Decatur Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2456
"The ultra contemporary design of the Clarice Collection will be at home in your modern dining room. Channel stitched, white PVC chairs tuck beneath the glossy white table top. Both chairs and table are supported by sleek chrome framing that completes the look of this stylish dining group.",Clarice Collection ,https://www.homelegance.com/wp-content/uploads/2012/04/2447_1-750x500.jpg,2447
Transitional aesthetic meets modern lines in the casually elegant Bayshore Collection. Offering flexibility in the collection are the options of two dining tables. The 47.5-inch fixed oak veneer square table top. And the rectangular oak veneer tabletop with leaf. Both tables feature quartered book-match walnut inlay veneers with a heavily burnished finish. Supporting the uniquely veneered table top is a storage table base with a display shelf. Both tables are complimented by dark brown bi-cast vinyl chairs that feature wood cap and legs. Coordinating server is also available.,Bayshore Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5447
"Interactive, stylish and just plain fun, the Rowley Collection provides a multifunctional table for your living space. The hydraulic gas lift of the metal table base easily ascends with the push of a button to take the dark cherry finish table from cocktail height to dining level. Accompanied by four dark brown bi-cast vinyl covered storage ottomans that act as dining chairs, this versatile group is the perfect option for those looking for additional space as well as style.",Hight Rowley Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,3217PU
 ,Nash Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5372
Clean contemporary design is the inspiration for the Beaumont Collection. Achieving the desired design of your home will require pieces that allow for your taste to shine. Contemporary route lines give way to rounded pilasters on the table legs. Available tables are offered in a 48â round or 72â rectangle. Accenting chairs are covered in dark brown microfiber and feature cherry finished legs. Select hardwoods and the high pressure laminate tops are finished in a medium brown cherry.,Beaumont Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2111
Clean contemporary design is the inspiration for the Beaumont Collection. Achieving the desired design of your home will require pieces that allow for your taste to shine. Contemporary route lines give way to rounded pilasters on the table legs. Available tables are offered in a 48â round or 72â rectangle. Accenting chairs are covered in dark brown microfiber and feature cherry finished legs. Select hardwoods and the high pressure laminate tops are finished in a medium brown cherry.,Beaumont Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2111
"Drawing from the basic form of the Arts & Crafts movement and subtly adding modern lines, casual dining will never look the same in your home with the addition of the Hawn Collection. A rich walnut finish highlights the walnut veneer on this substantially sized table. Double X-back chairs feature a dark brown bi-cast vinyl seat that compliments the table and accompanying buffet server. Additional seating in the form of a tufted bench is also available.",Hawn Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2438
"Dark brown PVC chairs compliment a rich espresso finished table in the transitional Dover Collection. This cleanly designed set seats four, making it a perfect addition to your casual dining space.",Dover Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2434
 ,Junipero Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2423
"A space apart from the hustle and bustle of todayâs hectic lives, this gathering height table with four saddle back stools are designed for you to enjoy a good meal with or without your friends and families. Available in three finishes: black sand-through, warm cherry, and oak.",Saddleback Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5302BK
"A space apart from the hustle and bustle of todayâs hectic lives, this gathering height table with four saddle back stools are designed for you to enjoy a good meal with or without your friends and families. Available in three finishes: black sand-through, warm cherry, and oak.",Saddleback Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5302A
"A space apart from the hustle and bustle of todayâs hectic lives, this gathering height table with four saddle back stools are designed for you to enjoy a good meal with or without your friends and families. Available in three finishes: black sand-through, warm cherry, and oak.",Saddleback Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5302C
"The need for flexibility is fulfilled with the Papario Collection. With multiple configuration possibilities, the black finished counter height nook set provides the style and function your space needs. Made of selected hardwoods and veneers, covered in black bi-cast vinyl.",Papario Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5351
Dine in style and comfort with the Avery Collection. The table features ash veneers in a rich espresso finish and a flared open base which adds a soft contemporary touch. The table extends from 60-inche to 78-inche by using the extension leaf conveniently under the table top when not in use. The contemporized parsonâs chair completes the look by adding a touch of luxurious comfort. The chair is upholstered in a linen-like fabric that adds a sophisticated contrast to the dark finish of the table and chair legs. The Avery Collection will add comfort and style to your home dining experience.,Avery Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5448-78__2-750x500.jpg,5448
"With a deep cherry finish and clean transitional lines, the Helena Collection is a versatile addition to your casual dining space. The 48â round table top allows for placement in smaller dining settings. Surrounding the table are the dark brown bi-cast vinyl upholstered chairs.",Helena Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5327
 ,Wilner Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5445
"Contemporary design, sleek seating and the combination of black finish with white accents are all the ingredients you need to create a stylish setting for exceptional dining. The white faux marble top pairs perfectly with a cut out center chair back, the color contrast and stylish design create a rich visual enhancement. Chairs are available in white bi-cast vinyl and black bi-cast vinyl.",with 3270-S1BK Archstone Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,3270
"Contemporary design, sleek seating and the combination of black finish with white accents are all the ingredients you need to create a stylish setting for exceptional dining. The white faux marble top pairs perfectly with a cut out center chair back, the color contrast and stylish design create a rich visual enhancement. Chairs are available in white bi-cast vinyl and black bi-cast vinyl.",with 3270-24S1W Archstone Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,3270
"Contemporary design, sleek seating and the combination of black finish with white accents are all the ingredients you need to create a stylish setting for exceptional dining. The white faux marble top pairs perfectly with a cut out center chair back, the color contrast and stylish design create a rich visual enhancement. Chairs are available in white bi-cast vinyl and black bi-cast vinyl.",with 3270-S1W Archstone Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,3270
"The design of Ohana Collection captures the essence of a casual country home. Its antique white and warm cherry, or antique black and warm cherry finishes give it a striking two-toned apprearance. The solid wood table top and unique chair back supported by turned legs complement Ohana Collection with a touch of elegance. This group is further accented by the curio which features two sliding glass doors. Itâs a warm look youâll love having in your home.",Ohana Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1393W
"Deriving its look from a multitude of classic designs, the Westwood Collection is the perfect blend of traditional accents and transitional styling. Drawing from the classic details of matched oak veneer patterns and fabric-covered swivel seats â the transitional design is pulled together with functional table base storage, and a warm burnished oak finish. Also available in Napoleon style counter height chair",Westwood Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,626
"The design of Ohana Collection captures the essence of a casual country home. Its antique white and warm cherry, or antique black and warm cherry finishes give it a striking two-toned apprearance. The solid wood table top and unique chair back supported by turned legs complement Ohana Collection with a touch of elegance. This group is further accented by the curio which features two sliding glass doors. Itâs a warm look youâll love having in your home.",Ohana Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1393BK
"The design of Ohana Collection captures the essence of a casual country home. Its antique white and warm cherry, or antique black and warm cherry finishes give it a striking two-toned apprearance. The solid wood table top and unique chair back supported by turned legs complement Ohana Collection with a touch of elegance. This group is further accented by the curio which features two sliding glass doors. Itâs a warm look youâll love having in your home.",Ohana Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1393W
"The design of Ohana Collection captures the essence of a casual country home. Its antique white and warm cherry, or antique black and warm cherry finishes give it a striking two-toned apprearance. The solid wood table top and unique chair back supported by turned legs complement Ohana Collection with a touch of elegance. This group is further accented by the curio which features two sliding glass doors. Itâs a warm look youâll love having in your home.",Ohana Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1393W
"The design of Ohana Collection captures the essence of a casual country home. Its antique white and warm cherry, or antique black and warm cherry finishes give it a striking two-toned apprearance. The solid wood table top and unique chair back supported by turned legs complement Ohana Collection with a touch of elegance. This group is further accented by the curio which features two sliding glass doors. Itâs a warm look youâll love having in your home.",Ohana Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1393BK
"The design of Ohana Collection captures the essence of a casual country home. Its antique white and warm cherry, or antique black and warm cherry finishes give it a striking two-toned apprearance. The solid wood table top and unique chair back supported by turned legs complement Ohana Collection with a touch of elegance. This group is further accented by the curio which features two sliding glass doors. Itâs a warm look youâll love having in your home.",Ohana Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1393BK
"In todayâs modern home, one looks to enhance every room with clean lines and unique design. The Cicero Collection adds those elements to your casual dining space. The square table top is quartered by parquet oak veneers and is supported by a substantial, square pedestal base which has been notched to look like stacked blocks. The modern chair features framed chair backs with baseball stitching designed to mimic the parquet veneer of the table top. The back and seat are generously upholstered in dark brown bi-cast vinyl which perfectly compliments the black finish of this modern casual dining group.",Cicero Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5235
"The solid, clean lines of the Arts and Crafts movement are interpreted from modern times in the Ameillia Collection. Substantial tapered legs and the wood veneer complement this simple and refined dining offering. Newly offered in a grey with brown undertone finish, the collection is also available in a dark oak finish. The rectangular table is flanked by the perfectly coordinating chair or bench option.",Ameillia Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,586
"Alive with an exciting Arts & Crafts flair, the contemporary style of Ameillia Collection uses smooth dark oak finish and clean line design to create an inviting atmosphere to enhance your dining experience. The contemporary design appeals to the sense with its subtle attention to details. Chair seat and bench seat feature easy to clean dark brown bi-cast vinyl.",Ameillia Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,586
"Alive with an exciting Arts & Crafts flair, the contemporary style of Ameillia Collection uses smooth dark oak finish and clean line design to create an inviting atmosphere to enhance your dining experience. The contemporary design appeals to the sense with its subtle attention to details. Chair seat and bench seat feature easy to clean dark brown bi-cast vinyl.",Ameillia Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,586
"The solid, clean lines of the Arts & Crafts movement are interpreted for modern times in the Ameillia Collection. Substantial tapered legs and the birch veneer, in a dark oak finish, complement this simple and refined dining option.",Ameillia Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,586
"Blending the clean lines of Arts & Crafts with functional movement, the Ameillia Collection is a solid addition to your casual dining space. The drop-leaf counter height table features a Lazy-Susan making mealtime service a breeze. Substantial tapered legs and birch veneer in a dark oak finish complement this simple and refined dining option.",Ameillia Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,586
"From traditional to modern, the Verona Collection fits beautifully into any home dÃ©cor. The table features oak veneer with walnut inlay in a distressed amber finish. The chair design features bi-cast vinyl in a deep chocolate finish that is easy to clean and is luxurious to the touch. A stunning combination of color and design gives the Verona Dining Collection a classic look into contemporary furniture.",Verona Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,727
"Your dining area will become a comfortable and exquisite gathering place when you add this durable and stunning Eagleville Collection. The versatile dining height table and counter height table in acacia veneers feature butterfly leaf for convenient extra surface space, while substantial block table legs stand prominently to provide extra structural reinforcement. Chairs, 60-inch bench, and server are proportionally scaled to round up this offering.",Eagleville Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5346
"Your dining area will become a comfortable and exquisite gathering place when you add this durable and stunning Eagleville Collection. The versatile dining height table and counter height table in acacia veneers feature butterfly leaf for convenient extra surface space, while substantial block table legs stand prominently to provide extra structural reinforcement. Chairs, 60-inch bench, and server are proportionally scaled to round up this offering.",Eagleville Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5346
Adorn your dining area with Crown Point Collection. This grand scale casual dining in warm merlot finish is as strong and durable as they are stunning. Table top is constructed of mango veneer with strong support tapered legs. Attractive X-back dining chair with comfortable leather-look dark brown seat completes the unsophisticated streamlined look.,Crown Point Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1372
Adorn your dining area with Crown Point Collection. This grand scale casual dining in warm merlot finish is as strong and durable as they are stunning. Table top is constructed of mango veneer with strong support tapered legs. Attractive X-back dining chair with comfortable leather-look dark brown seat completes the unsophisticated streamlined look.,Crown Point Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1372
"From traditional to modern, the Verona Collection fits beautifully into any home dÃ©cor. The table features oak veneer with walnut inlay in a distressed amber finish. The chair design features bi-cast vinyl in a deep chocolate finish that is easy to clean and is luxurious to the touch. A stunning combination of color and design gives the Verona Dining Collection a classic look into contemporary furniture.",Verona Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,727
Daisy Collection combines superb visual appearance and fine quality that you need in your dining area. Three distinct elegant flared tulip bases support beveled glass tabletops on the rectangular and round traditional dining height tables and a round gathering height table. Additional offering is the trestle table with black glass insert. Counter and dining height chairs feature clean lines and sleek curves; available in both white and bi-cast vinyl and dark brown bi-cast vinyl. The set is constructed of hardwood solids and veneers in a refreshing espresso finish.,with 710-24W Daisy Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,710
Daisy Collection combines superb visual appearance and fine quality that you need in your dining area. Three distinct elegant flared tulip bases support beveled glass tabletops on the rectangular and round traditional dining height tables and a round gathering height table. Additional offering is the trestle table with black glass insert. Counter and dining height chairs feature clean lines and sleek curves; available in both white and bi-cast vinyl and dark brown bi-cast vinyl. The set is constructed of hardwood solids and veneers in a refreshing espresso finish.,with 710WS Daisy Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,710
Daisy Collection combines superb visual appearance and fine quality that you need in your dining area. Three distinct elegant flared tulip bases support beveled glass tabletops on the rectangular and round traditional dining height tables and a round gathering height table. Additional offering is the trestle table with black glass insert. Counter and dining height chairs feature clean lines and sleek curves; available in both white and bi-cast vinyl and dark brown bi-cast vinyl. The set is constructed of hardwood solids and veneers in a refreshing espresso finish.,with 710WS Daisy Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,710
"The Palace Collection exemplifies the best of Old World Europe. Egg and dart moldings, rope twists, acanthus and tobacco leaf carvings, and florets accentuate each piece; the Palace Collection has it all. These many exquisite details married with a rich brown finish on cherry veneers with gold highlights combination to create an ideal European environment worthy of the nobles of yesteryear and the sophisticated homeowner of today. Bring Europe home with the Palace Collection.",Palace Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1394
 ,Prenzo Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1390
 ,Prenzo Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1390
"Minimalistic lines, combined with a soft rustic aesthetic and functional appointments create the look of the Barolo Collection. Open display shelf, wine bottle rack, discreet behind door cabinet and drop-door storage provide ultimate functionality to your homeâs kitchen, bar or recreation area. Black metal framing flanks the natural rustic tone wood lending to the industrial look.",Barolo Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/4517__1-333x500.jpg,4517
The burnished finish and classic profile of the Delmar Collection will be a perfect fit for your modest casual dining space. Splat back wood chairs with brown bi-cast vinyl seats flank the counter and dining height table offerings. Routed detailing provides a linear focal point on the tables tops.,Delmar Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/5511-36__1-750x500.jpg,5511
The burnished finish and classic profile of the Delmar Collection will be a perfect fit for your modest casual dining space. Splat back wood chairs with brown bi-cast vinyl seats flank the counter and dining height table offerings. Routed detailing provides a linear focal point on the tables tops.,Delmar Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/5511__1-750x500.jpg,5511
 ,Bayshore Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5447-29FAS__11-333x500.jpg,5447
 ,Bayshore Collection ,https://www.homelegance.com/wp-content/uploads/2016/02/5447-24FAS__11-333x500.jpg,5447
 , ,https://www.homelegance.com/wp-content/uploads/2016/02/5323-29__11-333x500.jpg,5323
 , ,https://www.homelegance.com/wp-content/uploads/2016/02/5323-24__11-333x500.jpg,5323
The scale of the three-piece Wisdom Collection makes it the perfect fit for your cozy dining nook. The dark espresso finish along with the streamlined styling of the table and accompanying saddle seat barstools lend to the contemporary design. The barstools tuck neatly beneath the table for convenient storage and are covered in black bi-cast vinyl.,Wisdom Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5309-3A__1-750x500.jpg,5309
"Designed for your modest dining space, the Olney Collection provides a stylish and functional surface for your mealtime needs. In this five-piece packed offering, the metal table base rises to support the faux marble fixed tabletop. Vertical accents grace the table apron and the top rails of the dark brown bi-cast vinyl covered chairs.",Olney Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5275__1-750x500.jpg,5275
Richly hued faux marble tops the metal counter height table base in the three-piece Edgar Collection. Vertical slat detailing provides stylish detail to this convenient table offering. Two black bi-cast vinyl covered barstools complement the collection while easily storing beneath the table allowing for placement in the coziest of dining spaces.,Edgar Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5106BK__1-333x500.jpg,5106BK
The convenient height of the Galena Collection along with the warm cherry finish will be a welcome addition to your casual dining space. The five-piece offering includes the counter height table with display storage base and four coordinating chairs that have dark brown bi-cast vinyl seats. The transitional styling makes the placement of the collection appropriate for numerous home decors.,Galena Collection ,https://www.homelegance.com/wp-content/uploads/2015/02/5050-36__1-750x500.jpg,5050
"Designed for your cozy dining nook, the transitionally styled Mosely Collection will be a perfect fit. Vertical slat back chairs â featuring black bi-cast vinyl seating with contour stitching â flank the routed tabletop. The five-piece dining collection is offered in a dark brown cherry finish.",Mosely Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5103__1-750x500.jpg,5103
"Wood rails top the dark brown bi-cast covered chairs in the Shankmen Collection.Seating four comfortably, the round tabletop is supported by the gently curved legs of the display table base. The collection is offered in an espresso finish.",Shankmen Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5104__1-750x500.jpg,5104
"Traditional country styling is scaled for your cozy dining space in the Clancy Collection. Beige fabric seats provide contrast to the four coordinating chairs and round top pedestal table, which are finished in a warm black tone, lending to the classic look of the group.",Clancy Collection ,https://www.homelegance.com/wp-content/uploads/2014/04/5067__1-750x500.jpg,5067
"At home in contemporary or transitional settings, the Jonas Collection will add the splash of style that you have been looking for. The medium cherry finish of the five piece table group will blend well with your new or existing design scheme. Black bi-cast vinyl seats compliment the boat shaped chair back.",Jonas Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2558
 ,Bayshore Collection ,https://www.homelegance.com/wp-content/uploads/2013/01/5447-29S__11-333x500.jpg,5447
"Perfectly scaled for a cozy dining area is the Norman Collection. The counter height table features double display shelves, providing ample storage and display space. Each chair, in this five-piece dining offering, has a double X-back design that lends a transitional feel. The black finish compliments the casual feel of this offering.",Norman Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2514BK
"The warm cherry finish of the Schaffer Collection serves as a perfect accent to the transitional country style. The slat chair backs are topped with the softened lines frequently associated with country living. The six-piece dining group features table, four chairs and bench. The seats of chair and bench are covered in dark brown bi-cast vinyl.",Schaffer Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2513
Your cozy breakfast nook will be complete with the Andover Collection. The transitional pedestal base lends a casual feel to this five-piece offering. The table and spindle-back chairs are featured in an antique oak and black two-tone finish.,Andover Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2458
"At home in a kitchen nook or home bar, the Atwood Collection is an useful addition to any home. The three-piece table group features a drop-leaf table top, wine storage, and Napoleon back chairs. Available in black and espresso two-tone finish.",Atwood Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2505BK
 ,Oklahoma Collection ,https://www.homelegance.com/wp-content/uploads/2017/03/2469__2-750x500.jpg,2469
Your cozy breakfast nook will be complete with the Andover Collection. The transitional pedestal base lends a casual feel to this five-piece offering. The table and spindle-back chairs are featured in an antique oak and black two-tone finish.,Andover Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2458
"The book-match veneer of the table and the double-X chair back design of the Brooksville Collection stand out as the focal points of this transitional six-piece dining group. The fixed-top table, chairs and bench are offered in a warm cherry finish. The chairs and bench feature black bi-cast vinyl upholstered seating. Seating six comfortably, the collection is a great addition to your casual dining area.",Brooksville Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2459
 ,Bayshore Collection ,https://www.homelegance.com/wp-content/uploads/2013/01/5447-24S__11-333x500.jpg,5447
The transitional design of the five-piece Griffin Collection allows for versatile placement in a number of casual dining settings. The wide ladder back chairs feature black bi-cast vinyl seating that compliments the heavily burnished finish of this 40â fixed-top counter height table.,Griffin Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,2425
"A fun addition to your smaller dining space, the Scottsdale Collection offers simplicity with a versatility that enhances any dining area. This three-piece counter height set features a sturdy table excellent for work or dine, and two plush upholstered saddle back stools for additional seating comfort. Made of selected hardwoods and veneers.",Scottsdale Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5310BK
"A fun addition to your smaller dining space, the Scottsdale Collection offers simplicity with a versatility that enhances any dining area. This three-piece counter height set features a sturdy table excellent for work or dine, and two plush upholstered saddle back stools for additional seating comfort. Made of selected hardwoods and veneers.",Scottsdale Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5310C
"A fun addition to your smaller dining space, the Scottsdale Collection offers simplicity with a versatility that enhances any dining area. This three-piece counter height set features a sturdy table excellent for work or dine, and two plush upholstered saddle back stools for additional seating comfort. Made of selected hardwoods and veneers.",Scottsdale Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,5310W
 ,Swivel Counter Height Chair Edmond Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1140E
 ,Swivel Pub Chair Edmond Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1140E
 ,Swivel Counter Height Chair Edmond Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1144E
 ,Swivel Pub Chair Edmond Collection ,https://www.homelegance.com/wp-content/themes/h2/images/misc/shim.gif,1144E
